id,rc_reg_crse_insttn,rc_regcrs_deparmnt_crm,rc_crse_title,rc_crse_numbr,rc_crse_cdt_lvl,rc_crse_cdt_hrs,rc_cnthrs_editn,rc_cnthrs_strt_dat,rc_cnthrs_end_dat,rc_cnthrs_strt_yr,rc_cnthrs_end_yr,rc_cnthrs_strt_sem,rc_cnthrs_end_sem,rc_cnthrs_strt_qurtr,rc_cntnthrs_end_qtr,data_discrpncy_final_dta,rc_final_data_course_name,rc_rgsd_numbr,rc_rgs_typ_fnl,third_edition_cr_number,alterations,rc_cntnt_alloc_a1,rc_cnt_alloc_b1,rc_cntn_alloc_type_c1,rc_cnt_alloc_c2,rc_cntn_alloc_type_d1,rc_cntn_alloc_type_d2,rc_cntn_alloc_type_d3,rc_cntn_alloc_type_d4,rc_cntn_alloc_type_d5v,rc_cntn_alloc_type_e1,rc_cntn_alloc_type_5av,rc_cntn_alloc_type_5d,rc_cntn_alloc_type_5g,rc_cntn_alloc_type_5h,rc_cntn_alloc_type_5e,rc_cntn_alloc_type_5b,rc_cntn_alloc_type_5c,rc_cntn_alloc_type_5f
f8703e16-b120-4e4f-83ad-2dc4ae65f538 Fourth Edition,"Chicago School of Professional Psychology, The",Applied Behavior Analysis,Concepts and Principles in Behavior Analysis II,AB 541LA,Graduate,3,Fourth Edition,,,2018,,Summer,,,,,"4502 BCBA IR, LA, SD",4502," BCBA IR, LA, SD",,{Title:Concepts and Principles in Behavior Analysis II},,45,,,,,,,,,,,,,,,,
338f52a5-c2e1-4630-8703-adea0696f831 Fourth Edition 6/19/2012 12:00:00 AM,Behavior Momentum India,Behavior Analysis,"Identification, Assessment and Discretionary I",BMI-5,Graduate,45,Fourth Edition,6/19/2012,,,,,,,,,4067 BCBA,4067, BCBA,,"{Title:Identification, Assessment and Discretionary I}",,,,,30,,,,,15,,,,,,,,
5c46ded4-b49a-4626-a053-3fb5228b640f Fourth Edition 4/6/2016 12:00:00 AM,University of Dublin Trinity College,School of Psychology,* Special Topics,PS7077/PS7088,Graduate,15,Fourth Edition,4/6/2016,,2016,,,,,,,4381 BCBA,4381, BCBA,,{Number:PS7077}{Number:PS7088}{Title:Special Topics PS7077/PS7088},,,,,,,,,,15,,,,,,,,
d6de51ca-e362-4ccb-a58e-5d849d27d262 Fourth Edition,Philadelphia College of Osteopathic Medicine,Psychology,(starting Spring 2017) Exceptional Child,SPSY 507,Graduate,2,Fourth Edition,,,2017,,Spring,,,,,4161 BCBA (degree),4161, BCBA (degree),,{Title:The Exceptional Child},,,,,,,,,,5,,,,,,,,
bc4a58b7-a8cc-4607-b0b8-ec03cccfb27c Fourth Edition 1/1/2012 5:00:00 AM,Temple University,Education,Concepts and Principles of Behavior Analysis,SPED 5304,Graduate,3,Fourth Edition,1/1/2012,,2012,,Summer,,,,,4004 BCBA,4004, BCBA,,{Title:Concepts and Principles of Behavior Analysis},,45,,,,,,,,,,,,,,,,
719694c5-3967-433c-9610-61401c30120a Fourth Edition 3/1/2018 5:00:00 AM,Daegu Cyber University,Department of Behavior Therapy,Behavior Observation and Measurement,792,Undergraduate,3,Fourth Edition,3/1/2018,6/30/2018,2015,,Spring,,,,,4295 BCaBA,4295, BCaBA,,,,,45,,,,,,,,,,,,,,,
02f1b2d5-862c-4419-9ff0-0c629e17b244 Fourth Edition,Mary Baldwin University,Psychology/Graduate Education,Fundamental Elements of Behavior Change & Change Procedures,ED 594,Graduate,3,Fourth Edition,,,2012,,Summer,,,,,4006 BCaBA,4006, BCaBA,,,,,,,,45,,,,,,,,,,,,
a493a0e4-ba92-4c3d-909f-029ddc2cef41 Fourth Edition,University of Southern California,Psychology,Psychology 539:  Behavioral Approaches to Skill Acquisition,Psychology 539,Graduate,30,Fourth Edition,,,2016,,Fall,,,,,4423 BCBA,4423, BCBA,,{Number:PSYC-539}{Title:Behavioral Approaches to Skill Acquisition},,,,,,,,,,30,,,,,,,,
fe2601e0-3314-4380-94cb-7ff42747b37f Fourth Edition,Hebrew University of Jerusalem,,Main Topics in ABA,900,Graduate,3,Fourth Edition,,,2015,,Fall,,,,,4343 BCaBA,4343, BCaBA,,{Title:MT},,,,,,,,,,30,,,,,,,,
742a0e8a-a954-4887-8f35-8968786ccceb Fourth Edition,University of Southern Mississippi,Psychology,Contemporary Topics in Applied Behavior Analysis,PSY 609,Graduate,3,Fourth Edition,,,2015,,Spring,,,,,4283 BCBA,4283, BCBA,,{Title:Contemporary Topics in Psychology},,,,,,,,,10,10,,,,,,,,
43779f07-8411-414a-b12d-8e49d1b3a64f Fourth Edition,University of Southern California,Psychology,Psychology 531:  Behavioral Assessment,Psychology 531,Graduate,30,Fourth Edition,,,2016,,Fall,,,,,4423 BCBA,4423, BCBA,,{Number:PSYC-531}{Title:Behavioral Assessment},,,,,30,,,,,,,,,,,,,
150599e1-3633-4776-8d19-89b69f4e78fe Fourth Edition,Montana State University - Billings,Education,Data-Based Instruction,SPED 574,Graduate,3,Fourth Edition,,,2013,,Fall,,,,,4125 BCaBA,4125, BCaBA,,{Title:Data-Based Instruction},,,,,,45,,,,,,,,,,,,
477646f4-2172-4623-bbb6-af511eb18382 Fourth Edition,University of Virginia,"Curriculum, Instruction and Special Education","Behavioral Observation, Measurement, and Analysis",EDIS:5134,Graduate,3,Fourth Edition,,,2017,,Fall,,,,,4473 BCBA,4473, BCBA,,"{Title:Behavioral Observation, Measurement, and Analysis}",,,,,15,,10,10,10,,,,,,,,,
f7877c0f-2a65-429b-a244-30ba420bed1c Fourth Edition,Cleveland State University,Teacher Education,Ethics and Consultation in Behavior Analysis,ESE 535,Graduate,3,Fourth Edition,,,2014,,Fall,,,,,4238 BCBA,4238, BCBA,,{Title:Ethcs Consult Beh Analysis},45,,,,,,,,,,,,,,,,,
e06d9816-ad0b-4d4d-8110-54b5a3a33901 Fourth Edition,Emirates College for Advanced Education,"Counseling, Special Education and Neuroscience",Ethics and Professionalism,EDUABA6,Graduate,3,Fourth Edition,,,2018,,Fall,,,,,4508 BCBA,4508, BCBA,,{Number:EDUABA6}{Title:Ethics and professionalism},45,,,,,,,,,,,,,,,,,
03ef4553-5a34-4ae3-96fa-095550aa1713 Fourth Edition,SEEK Applied Behavior Analysis Association - Taiwan,Behavior Analysis,Behaviour Change Applications,BEHABA-4,Graduate,45,Fourth Edition,,,2016,,Spring,,,,,4395 BCBA,4395, BCBA,,{Title:Behaviour Change Applications},,,,,,45,,,,,,,,,,,,
5ea2a9b0-4462-406e-8fda-e594b45cf5bc Fourth Edition,Hebrew University of Jerusalem,"School of Education, Deparment of Continuing Education",Main Topics in Behavior Analysis,900,Graduate,3,Fourth Edition,,,2015,,Fall,,,,,4339 BCBA,4339, BCBA,,{Title:MT},,,,,,,,,,30,,,,,,,,
c5b4f40c-fa86-45e1-9599-82a4bc6c35ee Fourth Edition,University of North Dakota,Teaching and Learning,Methods and Applications of Behavior Analysis,SPED 590,Graduate,3,Fourth Edition,,,2013,,Fall,,,,,4090 BCBA,4090, BCBA,,{Title:Methods & Applications of BA},,,,,,45,,,,,,,,,,,,
d0a12791-699b-46eb-9002-6524049db845 Fourth Edition,Universidade de SÃ£o Paulo,Behavior Analysis,"Implementation, management and supervision",USP-ABA8,Graduate,10,Fourth Edition,,,2016,,Spring,,,,,4387 BCBA,4387, BCBA,,,,,,,,,,,10,,,,,,,,,
3205c424-a06a-4c88-9b3b-5c8e663de6a5 Fourth Edition,University of Houston Victoria,Education,Applied Behavior Analysis,SPED 6325,Graduate,3,Fourth Edition,,,2013,,Spring,,,,,4054 BCBA,4054, BCBA,,{Title:Applied Behavior Analysis},,,25,20,,,,,,,,,,,,,,
5a592131-decb-41a4-a1c6-c02bdb607247 Fourth Edition,Elms College,Communication Sciences and Disorders,[Fall 2017] Research Methods and Experimental Design,ABA 610,Graduate,3,Fourth Edition,,,2017,,Fall,,,,,4009 BCaBA,4009, BCaBA,,{Number:ABA 710}{Title:Resrch & Exprmtl Design},,,25,20,,,,,,,,,,,,,,
c247335f-aea8-4d20-9fb5-df77576ccd12 Fourth Edition,California State University Fresno,Psychology,[Fall 2018] Advanced Learning and Behavior,Psych 221 ,Graduate,4,Fourth Edition,,8/22/2018,2018,,Fall,,,,,4246 BCBA,4246, BCBA,,{Title:Adv Learn & Behv},,60,,,,,,,,,,,,,,,,
aea794e5-ab9e-4531-8e79-11114a237cb9 Fourth Edition,Association for training in Neurodevelopment Monorodi,Monorodi,Concepts and Principles of Behaviour Analysis,ATHABA-1,Graduate,45,Fourth Edition,,1/13/2019,,,,,,,,4261 BCBA,4261, BCBA,,{Number:ATHABA-1},,45,,,,,,,,,,,,,,,,
31ecbd5f-b175-49f1-a79b-81817294dac2 Fourth Edition 8/26/2016 4:00:00 AM,Consorzio Universitario Humanitas,Human Sciences Department,"Implementation, Management and Supervision",9,Graduate,12,Fourth Edition,8/26/2016,12/15/2019,2016,,,,,,,4424 BCBA,4424, BCBA,,,,,,,,,,,12,,,,,,,,,
910f8a9e-3196-41ca-9fca-2215de61dab5 Fourth Edition,Universidad Complutense De Madrid,Facultad de Educacion - Abascool,Intervention and implementation,ABA-106,Graduate,15,Fourth Edition,,,,,,,,,,4466 BCBA,4466, BCBA,,{Title:Intervention and implementation},,,,,,,5,5,5,,,,,,,,,
ff41675a-0fe2-48d0-8e49-6a848b656fc3 Fourth Edition,Michigan School of Psychology,Psychology,Behavioral Assessment,PSYC 554/654,Graduate,45,Fourth Edition,,,2016,,Fall,,,,,4426 BCBA,4426, BCBA,,{Number:PSYC 554}{Number:PSYC 654}{Title:Behavioral Assessment},,,,,45,,,,,,,,,,,,,
90a71e3b-b6be-45ea-9a8a-93f922430c2f Fourth Edition,University of Arizona,Disability and Psychoeducational Studies,Ethical Issues in Behavior Analysis,SERP 553,Graduate,3,Fourth Edition,,,2014,,Spring,,,,,4177 BCBA,4177, BCBA,,{Title:Ethical Issues: Behav Anlys},45,,,,,,,,,,,,,,,,,
fb715424-8de5-43b6-b656-969214f07154 Fourth Edition 3/13/2014 12:00:00 AM,"Istituto per la Ricerca, la Formazione e l'Informazione sulle DisabilitÃ  (IRFID)","Istituto per la Ricerca, la Formazione e l'Informazione sulle DisabilitÃ  (IRFID)",Measurement & experimental design I,IRFID 3,Graduate,15,Fourth Edition,3/13/2014,,2014,,,,,,,4150 BCaBA,4150, BCaBA,,{Number:IRFID3},,,10,5,,,,,,,,,,,,,,
3a0ef44b-760e-498c-a69a-d4a14ffa0a5e Fourth Edition,Northern Vermont University - Johnson,Education,Applied Behavior Analysis 1: Introduction to Concepts and Principles,5371,Graduate,3,Fourth Edition,,,2017,,Fall,,,,,4476 BCBA,4476, BCBA,,{Title:Applied Behavior Analysis 1},,45,,,,,,,,,,,,,,,,
57c1fc0f-5bb0-4eae-93e5-2a4da467c834 Fourth Edition,University of North Dakota,Teaching and Learning,Concepts and Principles (Sp17),SPED540,Graduate,3,Fourth Edition,,,2017,,Spring,,,,,4090 BCBA,4090, BCBA,,{Title:Concepts and Principles of BA},,45,,,,,,,,,,,,,,,,
1810ee18-cebe-47c4-a2f8-fcf80f63ab33 Fourth Edition,Marquette University,Psychology,[Fall 2018] Translational Foundations of Applied Research,Psyc 8810,Graduate,3,Fourth Edition,,,2018,,Fall,,,,,4503 BCBA,4503, BCBA,,{Title:Trnsltnl Fndtns Applied Resrch},,45,,,,,,,,,,,,,,,,
ccb1586f-9918-4ea7-8f1a-9283bcf888f1 Fourth Edition,Vanderbilt University,,Experimental Analysis of Behavior,3017/8400,Graduate,3,Fourth Edition,,,2014,,Summer,,,,,4187 BCBA,4187, BCBA,,{Title:Exper analysis behavior}{Number:3017}{Number:8400},,30,,,,15,,,,,,,,,,,,
c2d1dfa9-9dc4-47a3-8ef7-3ef3e3b2a8fb Fourth Edition,University of Tennessee,Special Education,Educational Applications of Behavioral Theories of Learning,EDPY 515,Graduate,3,Fourth Edition,,,2015,,Fall,,,,,4344 BCBA,4344, BCBA,,{Title:Educat Appl/Behav Theor Learn},,45,,,,,,,,,,,,,,,,
a7821a11-d21e-4b31-832b-6f4f67ed03c8 Fourth Edition,California State University Los Angeles,Special Education and Counseling,Introduction to Applied Behavior Analysis,COUN 4002,Graduate,3,Fourth Edition,,,2018,,Fall,,,,,4519 BCaBA,4519, BCaBA,,{Title:INTRO TO ABA},,45,,,,,,,,,,,,,,,,
3ca0c484-58af-45ad-bc36-7348e4aa5ee5 Fourth Edition,Eastern Connecticut State University,Psychology,Ethics for Behavior Analysts,PSY 216,Undergraduate,1,Fourth Edition,,6/15/2018,2013,,Fall,,,,,4092 BCaBA  - [Retired],4092, BCaBA  - [Retired],,{Title:Ethics for Beh An},15,,,,,,,,,,,,,,,,,
7a9e5e0f-b473-4f92-a80a-5bf45bd9afac Fourth Edition,Moscow Centre of Pedagogy and Psychology,Pedagogy,Concepts and Principles of Behaviour Analysis,BEHABA-1,Graduate,45,Fourth Edition,,,2016,,Spring,,,,,4363 BCBA,4363, BCBA,,{Number:BEHABA-1},,45,,,,,,,,,,,,,,,,
e8d7948d-202b-4f51-adc6-723cd4ce1233 Fourth Edition,University of Texas Austin,Special Education - Extension,Introduction to Applied Behavior Analysis II (Web Based),SED 388,Graduate,3,Fourth Edition,,,2013,,Fall,,,,,4105 BCBA,4105, BCBA,,{Title:Intro to ABA II-WB},,15,,,,27,,3,,,,,,,,,,
379bc6e5-9cc4-4def-a885-3847043d2ff6 Fourth Edition,Francis Marion University,Department of Psychology,Principles of Applied Behavior Analysis,PSY 501,Graduate,3,Fourth Edition,,,2017,,Fall,,,,,4468 BCBA,4468, BCBA,,{Title:Prin of ABA},,45,,,,,,,,,,,,,,,,
57a4afcb-f2fe-4a9b-8ecb-5defc015bd03 Fourth Edition,University of Nevada Reno,Psychology,PSY 695: Advanced Special Topics,PSY 695,Graduate,45,Fourth Edition,,,2014,,Spring,,,,,4292 BCBA,4292, BCBA,,{Number:PSY 695}{Title:Ethics in Psychology},45,,,,,,,,,,,,,,,,,
3165cee8-52b0-4d3c-9621-8dccee10b88d Fourth Edition,Kutztown University of Pennsylvania,Special Education,Ethics of Behavior Analysis,SPU 601,Graduate,3,Fourth Edition,,,2017,,Spring,,,,,4443 BCBA,4443, BCBA,,{Title:Ethics},45,,,,,,,,,,,,,,,,,
0dba8562-3118-4f42-a781-f2929c755329 Fourth Edition,Alcanzando,Alcanzando,Behaviour Change Applications,BEHABA-4,Graduate,45,Fourth Edition,,,2015,,Fall,,,,,4355 BCaBA,4355, BCaBA,,{Title:Behaviour Change Applications},,,,,,45,,,,,,,,,,,,
7f03dce1-5e27-460d-9396-365cfc2b5682 Fourth Edition,California State University Northridge,Psychology,Becoming a BCBA: Professional & Certification Issues,PSY 551a,Graduate,1,Fourth Edition,,,2014,,Spring,,,,,4145 BCBA,4145, BCBA,,{Number:PSY 551a},3,12,,,,,,,,,,,,,,,,
f071ae8e-ce70-4e0f-9cd7-6ac69852da9c Fourth Edition,National Louis University,Behavior Analysis,Concepts and Principles of Applied Behavior Analysis,ABA 500,Graduate,3,Fourth Edition,,,2017,,,,Q3,,,4448 BCBA,4448, BCBA,,{Title:Concepts & Principles of ABA},,45,,,,,,,,,,,,,,,,
66ca62c1-e129-4cde-8e46-3f7a236a73f3 Fourth Edition,University of Zagreb,"Faculty of Education and Rehabilitation Sciences, University of Zagreb",Behaviour Change Applications,ZAGREB-ABA-4,Graduate,45,Fourth Edition,,12/17/2017,2016,,Summer,,,,,4412 BCBA,4412, BCBA,,,,,,,,45,,,,,,,,,,,,
7f6e80ce-2fe0-495b-ac9a-3a41119e4c11 Fourth Edition 3/13/2014 12:00:00 AM,"Istituto per la Ricerca, la Formazione e l'Informazione sulle DisabilitÃ  (IRFID)","Istituto per la Ricerca, la Formazione e l'Informazione sulle DisabilitÃ  (IRFID)",Behavior change applications,IRFID 4,Graduate,45,Fourth Edition,3/13/2014,,2014,,,,,,,4149 BCBA,4149, BCBA,,{Number:IRFID4},,,,,,45,,,,,,,,,,,,
91fde663-9294-4681-a9e4-5fc210f32bbd Fourth Edition,University of Houston Victoria,Education,Behavior Intervention Procedures for Educators,SPED 6338,Graduate,3,Fourth Edition,,,2013,,Spring,,,,,4054 BCBA,4054, BCBA,,{Title:Behvr Intrvntn Procs for Educt},,,,,,45,,,,,,,,,,,,
eed69043-b7de-479b-804e-1a6315b69c81 Fourth Edition,"Chicago School of Professional Psychology, The",Applied Behavior Analysis,Measurement & Design in Behavior Analysis ,AB 545LA,Graduate,3,Fourth Edition,,,2018,,Summer,,,,,"4502 BCBA IR, LA, SD",4502," BCBA IR, LA, SD",,{Title:Measurement & Design in Behavior Analysis},,,25,20,,,,,,,,,,,,,,
059cb833-27da-4a24-930f-a332d47bc538 Fourth Edition,Louisiana State University,Psychology,"Ethical, Legal and Professional Issues in School Psychology",PSYC 7060,Graduate,3,Fourth Edition,,,2014,,Summer,,,,,4219 BCBA,4219, BCBA,,{Title:PROF SCH PSYCHOLOGY},45,,,,,,,,,,,,,,,,,
c72b5d93-d22c-4b21-a224-a7f453b8c1bc Fourth Edition,University of Houston Victoria,Education,Ethical and Professional Conduct for the Applied Behavior Analyst,SPED 6335,Graduate,3,Fourth Edition,,,2013,,Spring,,,,,4054 BCBA,4054, BCBA,,{Title:Ethicl & Prof Cnduct Appl Behv},45,,,,,,,,,,,,,,,,,
2ec56191-c310-4a2e-8a03-d0d2dbf05f90 Fourth Edition,Oranim Academic College of Education,Further Education,"Research Methods, Measurement, and Observation in Behavior Analysis",1021401-0,Graduate,30,Fourth Edition,,,2015,,Fall,,,,,4321 BCaBA,4321, BCaBA,,{Title:GCRESCHMETHD},,,13,14,,,,,,3,,,,,,,,
c1cbaba4-cd6e-4d22-9542-50bec638fce2 Fourth Edition,Mississippi State University,"Counseling, Educational Psychology, and Foundations","Contemporary, Legal, Ethical, and Professional Issues in School and Educational Psychology",9703,Graduate,3,Fourth Edition,,,2015,,Spring,,,,,4291 BCBA,4291, BCBA,,{Title:Leg & Eth School Psy},45,,,,,,,,,,,,,,,,,
237a56a9-8db5-4e99-a175-da20c216b2f3 Fourth Edition,University of New Brunswick,Psychology,Skills in Applied Behaviour Analysis,PSYC 3345 / 3555,Undergraduate,1,Fourth Edition,,,2018,,Summer,,,,,4227 BCaBA,4227, BCaBA,,{Number:PSYC 3555}{Title:Skills in ABA},,,,,,,,,,15,,,,,,,,
a3e16004-67e9-496f-a029-7f1925089b16 Fourth Edition,University of Wisconsin Whitewater,Special Education,Methods of Instruction for Students with Autism,SPECED 708,Graduate,3,Fourth Edition,,8/31/2018,2014,,Fall,,,,,4235 BCBA,4235, BCBA,,{Title:METHODS AUTISM},,,,,,15,,10,,20,,,,,,,,
316e4d2f-835a-4f3b-b720-f4de7de3d1ea Fourth Edition,California State University Los Angeles,Department of Special Education & Counseling,Experimental Foundations of Applied Behavior Analysis,COUN5010,Graduate,3,Fourth Edition,,,2013,,Fall,,,,,4110 BCBA,4110, BCBA,,,,45,,,,,,,,,,,,,,,,
40392ddf-7785-471b-a0e4-09a95bd13bc1 Fourth Edition,University of Nevada Reno,Psychology,Radical Behaviorism,Psy473,Undergraduate,45,Fourth Edition,,,2017,,Spring,,,,,4445 BCaBA,4445, BCaBA,,{Title:Radical},,,,,,,,,,15,,,,,,,,
3773f551-b32b-4ad5-bf40-87616266f077 Fourth Edition,Northern Illinois University,,Advanced Applied Behavior Analysis and Research-Based Interventions for Individuals with Autism Spectrum Disorder,SESE 709,Graduate,3,Fourth Edition,,8/9/2019,2014,,Fall,,,,,4230 BCBA,4230, BCBA,,{Title:Advanced Applied Behavior Analysis},,,,,,45,,,,,,,,,,,,
b5d19dfb-fc3a-4e54-abc8-776127d21163 Fourth Edition,"Chicago School of Professional Psychology, The",Behavior Analysis,Concepts and Principles in Behavior Analysis I,AB540ON,Graduate,3,Fourth Edition,,,2018,,Summer,,,,,4499 BCBA - Online,4499, BCBA - Online,,{Title:Concepts and Principles I},,45,,,,,,,,,,,,,,,,
6ec7c5e9-89e6-4722-917b-47cb94540d57 Fourth Edition,Montana State University - Billings,Education,Data-Based Instruction,SPED 574,Graduate,3,Fourth Edition,,,2013,,Spring,,,,,4124 BCBA,4124, BCBA,,{Title:Data-Based Instruction},,,,,,45,,,,,,,,,,,,
6c803065-f54e-4386-9e9a-e1b5a1371951 Fourth Edition,University of Manitoba,Psychology,(Fall 2011) Ethics and Professional Issues in ABA & Psychology,7310,Graduate,3,Fourth Edition,,,2011,2016,Fall,Winter,,,,4338 BCBA,4338, BCBA,,{Title:ETHICS & PROF ISSUES IN ABA},45,,,,,,,,,,,,,,,,,
3d73d6bc-f4f8-44fb-aac8-ad0f74e4b183 Fourth Edition,University of Tennessee,Special Education,"(Fall 2018)  Ethical, Legal, and Professional Issues in Psychology and Behavior Analysis",EDPY 636,Graduate,3,Fourth Edition,,,2018,,Fall,,,,,4344 BCBA,4344, BCBA,,{Title:Unsure at this time},45,,,,,,,,,,,,,,,,,
ba5532e2-d6ce-46e2-bdaa-bc9c24f6061c Fourth Edition,Pittsburg State University,Psychology and Counseling,Introduction to Behavior Analysis,741,Graduate,3,Fourth Edition,,,2018,,Summer,,,,,4490 BCBA,4490, BCBA,,{Number:PSYCH-741-01}{Title:Intro To Behavior Analysis},,45,,,,,,,,,,,,,,,,
b8ab5117-bfa0-4826-8c99-ea85626962df Fourth Edition,University of Zagreb,"Faculty of Education and Rehabilitation Sciences, University of Zagreb",Introduction to Ethical and Professional Conduct,ZAGREB-ABA-3,Graduate,15,Fourth Edition,,11/18/2017,2016,,Summer,,,,,4412 BCBA,4412, BCBA,,,15,,,,,,,,,,,,,,,,,
fba29d5a-4261-4171-bc00-0692f7edb093 Fourth Edition,Humber College,School of Social & Community Services,Behavioural Pharmacology,0,Undergraduate,3,Fourth Edition,,,2013,,Fall,,,,,4102 BCaBA,4102, BCaBA,,{Title:Behavioural Pharmacology},3,,,,,,,,,,,,,,,,,
c5bcfacf-67fd-4c8b-9ab2-75a858079b3b Fourth Edition,Pennsylvania State University,Education,[Summer 2018] Ethical Considerations for Special Education Populations,SPLED 811,Graduate,3,Fourth Edition,,,2018,,Summer,,,,,4027 BCBA,4027, BCBA,,{Title:Special Ed Ethics}{Number:SPLED 511},45,,,,,,,,,,,,,,,,,
b0ee7266-1656-42cd-a882-cb1ed901b644 Fourth Edition 7/14/2015 12:00:00 AM,ABA EspaÃ±a,ABA EspaÃ±a,CONCEPTS AND PRINCIPLES OF BEHAVIOR ANALYSIS,ABAE1,Graduate,43,Fourth Edition,7/14/2015,,2015,,,,,,,4316 BCBA,4316, BCBA,,{Number:ABAE1},,43,,,,,,,,,,,,,,,,
64e2192f-0b63-4711-9de0-3ac84e93f45d Fourth Edition,Brock University,Applied Disability Studies,[Fall 2019] ABA Ethics and Professional Conduct I ,ADST 5P74,Graduate,24,Fourth Edition,,,2018,,Fall,,,,,4234 BCBA,4234, BCBA,,{Title:ABA Ethics and Professional Conduct I },24,,,,,,,,,,,,,,,,,
9d37f9c5-8fb6-45f6-82f9-fe4dcd1a3b38 Fourth Edition,"Chicago School of Professional Psychology, The",Dept of Applied Behavior Analysis-DC Campus,Professional Ethics & Issues in Behavior Analysis,AB 565DC,Graduate,3,Fourth Edition,,,2018,,Summer,,,,,4498 BCBA DC,4498, BCBA DC,,{Number:AB 565DC}{Title:Professional Ethics & Issues in Behavior Analysis},45,,,,,,,,,,,,,,,,,
e1e009b5-8595-4a29-ba2e-dbdfec765149 Fourth Edition,George Brown College,School of Health and Wellness,Introduction to Applied Behaviour Analysis,BEHA 1101,Undergraduate,42,Fourth Edition,,,2016,,Fall,,,,,4429 BCaBA,4429, BCaBA,,{Title:Intro to ABA},,35,,,,,,,,,,,,,,,,
af7c41b5-83af-4037-9f26-9bdcc7fe01af Fourth Edition,Queen's University Belfast,Education,Evaluation in Behaviour analysis,EDU7229,Graduate,45,Fourth Edition,,9/15/2019,,,,,,,,4042 BCBA,4042, BCBA,,,,,25,20,,,,,,,,,,,,,,
552135c7-1b44-4c6d-bd19-923fc95b8e9f Fourth Edition,Hebrew University of Jerusalem,,Basic Concepts and foundations of Behavior Analysis,100,Graduate,1,Fourth Edition,,,2015,,Fall,,,,,4343 BCaBA,4343, BCaBA,,{Title:INT},,20,,,,,,,,,,,,,,,,
e20819cb-8968-43d1-a26f-2eadfd876e55 Fourth Edition,Saint Louis University,,Behavior Change and Ethics,ABA or SWRK 749,Graduate,3,Fourth Edition,,,2013,,Spring,,,,,4055 BCBA,4055, BCBA,,{Number:ABA or SWRK 749}{Title:Behavior Change & Ethics ABA},45,,,,,,,,,,,,,,,,,
47350cb3-37f0-4eb5-a265-5a4ce8e0d241 Fourth Edition,Georgian Court University,Psychology,Ethics and Professional Conduct,ABA 501,Graduate,3,Fourth Edition,,8/27/2018,2013,,Summer,,,,,4073 BCBA,4073, BCBA,,{Number:ABA 501}{Title:Ethics & Professional Conduct},45,,,,,,,,,,,,,,,,,
d8fcc03a-db27-4e4e-805c-c2cc5058a22c Fourth Edition,University of Illinois,Department of Special Education,Ethics and Professional Behavior,SPED 488,Graduate,3,Fourth Edition,,,2014,,Spring,,,,,4058 BCBA urbana-champaign,4058, BCBA urbana-champaign,,,45,,,,,,,,,,,,,,,,,
0ed72229-2aed-4198-95f3-0b9d91fa8338 Fourth Edition,Kibbutzim College,Advanced Studies,"Advanced Programs in Behavior - Current, Social and Integrative",6523,Graduate,30,Fourth Edition,,8/30/2019,2014,,Fall,,,,,4240 BCaBA,4240, BCaBA,,"{Title:Advanced Programs in Behavior - Current, Social and Integrative}",,,,,,,,30,,,,,,,,,,
dda75735-a53a-4c2d-bb75-98f92b2cd3b3 Fourth Edition,University of Gdansk,Psychology,8: Ethical and Professional conduct,8,Graduate,30,Fourth Edition,,,2015,,Fall,,,,,4340 BCBA,4340, BCBA,,,30,,,,,,,,,,,,,,,,,
f360e9a3-b7ce-44cc-9031-4c34ce5c0486 Fourth Edition,Baekseok University,Education,Ethics for Behavior Analysis,4575,Graduate,3,Fourth Edition,,,2015,,Summer,,,,,4306 BCBA,4306, BCBA,,{Title:EBA},45,,,,,,,,,,,,,,,,,
1217517d-6544-4930-9d51-c1054fa1c8e0 Fourth Edition 7/25/2016 12:00:00 AM,Kore University - IESCUM,M-PSI/01 - Psicologia generale,Functional Assessment in Behavior Analysis,4,Graduate,32,Fourth Edition,7/25/2016,,,,,,,,,4415 BCaBA,4415, BCaBA,,,,,,,32,,,,,,,,,,,,,
f2e900cf-92a9-4f11-9ec9-d7e0917aa5ee Fourth Edition,Lindenwood University,Educational Leadership,Concepts and Principles of Behavior Analysis,EDS61000DL01,Graduate,3,Fourth Edition,,,2014,,Spring,,,,,4175 BCBA,4175, BCBA,,{Title:Concepts and Principles of Behavior Analysis},,45,,,,,,,,,,,,,,,,
