RC Institution,RC Department,RC Registered Course Name,VCS #,VCS Name,Course Title,Course Number,Course Credit level,Course Credit Hours,Edition,Alternate Course Values,Start Date,End Date,Start Year,End Year,Start Semester,End Semester,Start Quarter,End Quarter,A1,B1,C1,C2,D1,D2,D3,D4,D5,E1,5A,5B (B1),5B (B2),5B (B3),5C1-C2,5D1,5D2-D5 (D2),5D2-D5 (D3)
Columbia University Teachers College,Special Education,51080 BCBA,51080, BCBA,Student Teaching Practicum,HBSE 4704,Graduate,3,Fifth Edition,,9/9/2019,,,,,,,,,,,,,,,,,,,,,,,35,,10
Columbia University Teachers College,Special Education,51080 BCBA,51080, BCBA,Cognitive and Behavioral Interventions,HBSK 5050,Graduate,3,Fifth Edition,,1/21/2020,,,,,,,,,,,,,,,,,,,,,,,20,25,
Columbia University Teachers College,Special Education,51080 BCBA,51080, BCBA,Professional and Ethical Issues in Teaching as Applied Behavior Analysis,HBSE 4049,Graduate,3,Fifth Edition,,5/21/2020,,,,,,,,,,,,,,,,,,45,,,,,,,
Columbia University Teachers College,Special Education,51080 BCBA,51080, BCBA,"Methods 1: Research Methods in Pedagogy, Curriculum, and Management",HBSE 4044,Graduate,3,Fifth Edition,,9/9/2019,,,,,,,,,,,,,,,,,,,,,,45,,,
Columbia University Teachers College,Special Education,4301 BCBA,4301, BCBA,Student Teaching Practicum- Teaching in As Applied Behavior Analysis,HBSE 4704 (002),Graduate,3,Fourth Edition,,,,,,,,,,,,15,,10,,5,5,5,5,,,,,,,,
Columbia University Teachers College,Special Education,4301 BCBA,4301, BCBA,Behavioral Interventions,HBSK 5050,Graduate,3,Fourth Edition,,,,,,,,,,,15,,,5,25,,,,,,,,,,,,
Columbia University Teachers College,Special Education,4301 BCBA,4301, BCBA,Curricular and Pedagogical Foundations for Teaching Students from Birth to Early Academic Literacy,HBSE 4044,Graduate,3,Fourth Edition,,,,,,,,,,,,,,5,15,5,15,,5,,,,,,,,
Columbia University Teachers College,Special Education,4301 BCBA,4301, BCBA,Behaviorism,HBSE 6008,Graduate,3,Fourth Edition,,,,,,,,,,,30,,,,,,,,15,,,,,,,,
Columbia University Teachers College,Special Education,4301 BCBA,4301, BCBA,Professional and Ethical Issues in Teaching as Applied Behavior Analysis,HBSE 4049,Graduate,3,Fourth Edition,,,,,,,,,,45,,,,,,,,,,,,,,,,,
Columbia University Teachers College,Special Education,4301 BCBA,4301, BCBA,Applied Behavior Analysis III,HBSE 4017,Graduate,3,Fourth Edition,,,,,,,,,,,15,5,5,,,,5,,15,,,,,,,,
Columbia University Teachers College,Special Education,4301 BCBA,4301, BCBA,Practicum in ABA,HBSE 4304,Graduate,0-4,Fourth Edition,,,,,,,,,,,,,,15,,,,5,25,,,,,,,,
Columbia University Teachers College,Special Education,4301 BCBA,4301, BCBA,Working with Families of Children with ASD,HBSE 4048,Graduate,3,Fourth Edition,,,,,,,,,,,,,,15,,,,5,25,,,,,,,,
Columbia University Teachers College,Special Education,4301 BCBA,4301, BCBA,Parents and Professionals Working Together for Children,HBSE 4006,Graduate,3,Fourth Edition,,,,,,,,,,,,,,,,,,,45,,,,,,,,
Columbia University Teachers College,Special Education,4301 BCBA,4301, BCBA,Supervision and administration of special education and human resources agencies through organizational behavior analysis,HBSE 5904,Graduate,3,Fourth Edition,,,,,,,,,,,,,,,,,15,30,,,,,,,,,
Columbia University Teachers College,Special Education,4301 BCBA,4301, BCBA,"Single-Case Experimental Design in Education, Medicine, and Therapy",HBSE 6031,Graduate,3,Fourth Edition,,,,,,,,,,,,5,15,,10,15,,,,,,,,,,,
Columbia University Teachers College,Special Education,4301 BCBA,4301, BCBA,Curricular and Pedagogical Operations for Students at Advanced Levels of Functional Academic Literacy,HBSE 4046,Graduate,3,Fourth Edition,,,,,,,,,,,,15,,,15,,,,15,,,,,,,,
Columbia University Teachers College,Special Education,4301 BCBA,4301, BCBA,Student Teaching Practicum- Teaching in As Applied Behavior Analysis,HBSE 4704 (004),Graduate,3,Fourth Edition,,,,,,,,,,,,15,,,,10,,15,5,,,,,,,,
Columbia University Teachers College,Special Education,4301 BCBA,4301, BCBA,Applied Behavior Analysis I,HBSE 4015,Graduate,3,Fourth Edition,,,,,,,,,,,15,15,15,,,,,,,,,,,,,,
Columbia University Teachers College,Special Education,4301 BCBA,4301, BCBA,Curricular and Pedagogical Operations for Functional Academic Literacy,HBSE 4045,Graduate,3,Fourth Edition,,,,,,,,,,,,,,10,10,5,10,5,5,,,,,,,,
Columbia University Teachers College,Special Education,4301 BCBA,4301, BCBA,Student Teaching Practicum- Teaching in As Applied Behavior Analysis,HBSE 4704 (001),Graduate,3,Fourth Edition,,,,,,,,,,,,15,,5,5,,,15,5,,,,,,,,
Columbia University Teachers College,Special Education,4301 BCBA,4301, BCBA,Student Teaching Practicum- Teaching in As Applied Behavior Analysis,HBSE 4704 (003),Graduate,3,Fourth Edition,,,,,,,,,,,,15,,10,,5,5,5,5,,,,,,,,
Columbia University Teachers College,Special Education,4301 BCBA,4301, BCBA,Applied Behavior Analysis II,HBSE 4016,Graduate,3,Fourth Edition,,,,,,,,,,,15,10,5,,10,5,,,,,,,,,,,
Columbia University Teachers College,Special Education,4301 BCBA,4301, BCBA,The Verbal Behavior Model,HBSE 6015,Graduate,3,Fourth Edition,,,,,,,,,,,15,,,5,,,,,25,,,,,,,,
Columbia University Teachers College,Special Education,4301 BCBA,4301, BCBA,Annual Doctoral Seminar in Behavior Analysis,HBSE 6504,Graduate,3,Fourth Edition,,,,,,,,,,,15,5,5,5,15,,,,,,,,,,,,
Columbia University Teachers College,Special Education,51080 BCBA,51080, BCBA,ABA Practicum Course:  Children with Autism and Related Disorders,HBSE 4043,Graduate,0-3,Fifth Edition,,9/9/2019,,,,,,,,,,,,,,,,,,,,,,,35,,10
Columbia University Teachers College,Special Education,51080 BCBA,51080, BCBA,Working with Families of Children with Autism,HBSE 4048,Graduate,3,Fifth Edition,,1/21/2020,,,,,,,,,,,,,,,,,,,,,,,5,30,10
Columbia University Teachers College,Special Education,51080 BCBA,51080, BCBA,Curricular and Pedagogical Operations for Teaching the Foundations of Functional Academic Literacy,HBSE 4045,Graduate,3,Fifth Edition,,1/21/2020,,,,,,,,,,,,,,,,,,,,,,,5,30,10
Columbia University Teachers College,Special Education,4301 BCBA,4301, BCBA,Record Keeping in ABA,HBSE 4047,Graduate,2,Fourth Edition,,5/21/2018,7/2/2018,,,,,,,,,,,,,,,10,20,,,,,,,,
Columbia University Teachers College,Special Education,51080 BCBA,51080, BCBA,Record-Keeping in Applied Behavior Analysis,HBSE 4047,Graduate,2,Fifth Edition,,5/21/2020,,,,,,,,,,,,,,,,,,,,,,,,,10
Columbia University Teachers College,Special Education,51080 BCBA,51080, BCBA,Applied Behavior Analysis II: Foundational Concepts and Epistemology of Basic and Applied Behavior Analysis,HBSE 4016,Graduate,3,Fifth Edition,,1/27/2020,,,,,,,,,,,,,,,,,,,45,,,,,,
Consorzio Universitario Humanitas,Human Sciences Department,4424 BCBA,4424, BCBA,Fudamental Elements  of Behavior Change and Specific Behavior Change Procedures,2,Graduate,56,Fourth Edition,,8/26/2016,12/15/2019,2016,,,,,,,,,,,56,,,,,,,,,,,,
Consorzio Universitario Humanitas,Human Sciences Department,4424 BCBA,4424, BCBA,Identification of the Problem and Assessment,3,Graduate,32,Fourth Edition,,8/26/2016,12/15/2019,2016,,,,,,,,,,32,,,,,,,,,,,,,
Consorzio Universitario Humanitas,Human Sciences Department,51113 BCaBA,51113, BCaBA,PHILOSOPHICAL UNDERPINNINGS; CONCEPT AND PRICIPLES OF BEHAVIOR ANALYSIS,ABA01,Undergraduate,46,Fifth Edition,,4/17/2020,,,,,,,,,,,,,,,,,,,13,33,,,,,
Consorzio Universitario Humanitas,Human Sciences Department,51114 BCBA,51114, BCBA,PERSONNEL SUPERVISION AND MANAGEMENT,ABA06,Graduate,30.5,Fifth Edition,,11/19/2020,,,,,,,,,,,,,,,,,,,,,,,,,30
Consorzio Universitario Humanitas,Human Sciences Department,51114 BCBA,51114, BCBA,CONCEPTS AND PRINCIPLES OF BEHAVIOR ANALYSIS,ABA01,Graduate,60,Fifth Edition,,4/18/2020,,,,,,,,,,,,,,,,,,,,60,,,,,
Consorzio Universitario Humanitas,Human Sciences Department,4424 BCBA,4424, BCBA,"Implementation, Management and Supervision",9,Graduate,12,Fourth Edition,,8/26/2016,12/15/2019,2016,,,,,,,,,,,,,,12,,,,,,,,,
Consorzio Universitario Humanitas,Human Sciences Department,4424 BCBA,4424, BCBA,Intervention and Behavior Change Considerations,6,Graduate,10,Fourth Edition,,8/26/2016,12/15/2019,2016,,,,,,,,,,,,10,,,,,,,,,,,
Consorzio Universitario Humanitas,Human Sciences Department,4376 BCaBA,4376, BCaBA,Fundamental Elements of Behavior Change & Specific Behavior Change Procedures,2,Graduate,56,Fourth Edition,,,12/15/2019,,,,,,,,,,,,56,,,,,,,,,,,,
Consorzio Universitario Humanitas,Human Sciences Department,51113 BCaBA,51113, BCaBA,ETHICS - BACB COMPLIANCE CODE AND DISCIPLINARY SYSTEMS; PROFESSIONALISM,ABA05,Undergraduate,31,Fifth Edition,,10/13/2020,,,,,,,,,,,,,,,,,,31,,,,,,,
Consorzio Universitario Humanitas,Human Sciences Department,4376 BCaBA,4376, BCaBA,Behavior Change Systems,7,Graduate,6,Fourth Edition,,,12/15/2019,,,,,,,,,,,,,,6,,,,,,,,,,
Consorzio Universitario Humanitas,Human Sciences Department,4424 BCBA,4424, BCBA,Concepts and Principles of Behavior Analysis,1,Graduate,48,Fourth Edition,,8/26/2016,12/15/2019,2016,,,,,,,48,,,,,,,,,,,,,,,,
Consorzio Universitario Humanitas,Human Sciences Department,4376 BCaBA,4376, BCaBA,Ethical Considerations in Applied Behavior Analysis,10,Graduate,20,Fourth Edition,,,12/15/2019,,,,,,,20,,,,,,,,,,,,,,,,,
Consorzio Universitario Humanitas,Human Sciences Department,4376 BCaBA,4376, BCaBA,"Implementation, Management and Supervision",9,Graduate,12,Fourth Edition,,,12/15/2019,,,,,,,,,,,,,,,12,,,,,,,,,
Consorzio Universitario Humanitas,Human Sciences Department,4376 BCaBA,4376, BCaBA,Concepts and Principles of Behavior Analysis,1,Graduate,48,Fourth Edition,,,12/15/2019,,,,,,,,48,,,,,,,,,,,,,,,,
Consorzio Universitario Humanitas,Human Sciences Department,51114 BCBA,51114, BCBA,SELECTING AND IMPLEMENTING INTERVENTIONS; BEHAVIOR CHANGE PROCEDURES,ABA03,Graduate,60,Fifth Edition,,6/18/2020,,,,,,,,,,,,,,,,,,,,,,,,60,
Consorzio Universitario Humanitas,Human Sciences Department,51114 BCBA,51114, BCBA,PHILOSOPHICAL UNDERPINNINGS,ABA01,Graduate,30,Fifth Edition,,4/17/2020,,,,,,,,,,,,,,,,,,,30,,,,,,
Consorzio Universitario Humanitas,Human Sciences Department,4424 BCBA,4424, BCBA,Experimental Design,5,Graduate,21,Fourth Edition,,8/26/2016,12/15/2019,2016,,,,,,,,,21,,,,,,,,,,,,,,
Consorzio Universitario Humanitas,Human Sciences Department,51113 BCaBA,51113, BCaBA,"MEASUREMENT, DATA DISPLAY AND INTERPRETATION; EXPERIMENTAL DESIGN",ABA04,Undergraduate,31,Fifth Edition,,9/4/2020,,,,,,,,,,,,,,,,,,,,,,31,,,
Consorzio Universitario Humanitas,Human Sciences Department,4424 BCBA,4424, BCBA,Ethical Considerations in ABA,10,Graduate,48,Fourth Edition,,8/26/2016,12/15/2019,2016,,,,,,48,,,,,,,,,,,,,,,,,
Consorzio Universitario Humanitas,Human Sciences Department,51114 BCBA,51114, BCBA,BEHAVIOR ASSESSMENT,ABA02,Graduate,46,Fifth Edition,,6/16/2020,,,,,,,,,,,,,,,,,,,,,,,46,,
Consorzio Universitario Humanitas,Human Sciences Department,51113 BCaBA,51113, BCaBA,BEHAVIOR ASSESSMENT,ABA02,Undergraduate,46,Fifth Edition,,6/16/2020,,,,,,,,,,,,,,,,,,,,,,,46,,
Consorzio Universitario Humanitas,Human Sciences Department,51114 BCBA,51114, BCBA,"MEASUREMENT, DATA DISPLAY AND INTERPRETATION; EXPERIMENTAL DESIGN",ABA04,Graduate,46,Fifth Edition,,9/4/2020,,,,,,,,,,,,,,,,,,,,,,46,,,
Consorzio Universitario Humanitas,Human Sciences Department,4376 BCaBA,4376, BCaBA,Intervention & Behavior Change Considerations,6,Graduate,10,Fourth Edition,,,12/15/2019,,,,,,,,,,,,,10,,,,,,,,,,,
Consorzio Universitario Humanitas,Human Sciences Department,4376 BCaBA,4376, BCaBA,Experimental Design,5,Graduate,9,Fourth Edition,,,12/15/2019,,,,,,,,,,9,,,,,,,,,,,,,,
Consorzio Universitario Humanitas,Human Sciences Department,4376 BCaBA,4376, BCaBA,Discretionary,8,Graduate,16,Fourth Edition,,,12/15/2019,,,,,,,,,,,,,,,,16,,,,,,,,
Consorzio Universitario Humanitas,Human Sciences Department,4376 BCaBA,4376, BCaBA,Identification of the Problem and Assessment,3,Graduate,32,Fourth Edition,,,12/15/2019,,,,,,,,,,,32,,,,,,,,,,,,,
Consorzio Universitario Humanitas,Human Sciences Department,4424 BCBA,4424, BCBA,Measurement,4,Graduate,27,Fourth Edition,,8/26/2016,12/15/2019,2016,,,,,,,,27,,,,,,,,,,,,,,,
Consorzio Universitario Humanitas,Human Sciences Department,4376 BCaBA,4376, BCaBA,Measurement,4,Graduate,11,Fourth Edition,,,12/15/2019,,,,,,,,,11,,,,,,,,,,,,,,,
Consorzio Universitario Humanitas,Human Sciences Department,4424 BCBA,4424, BCBA,Behavior Change Systems,7,Graduate,11,Fourth Edition,{Title:Behavior Change Considerations},8/26/2016,12/15/2019,,,,,,,,,,,,,,11,,,,,,,,,,
Consorzio Universitario Humanitas,Human Sciences Department,51114 BCBA,51114, BCBA,ETHICS - BACB COMPLIANCE CODE AND DISCIPLINARY SYSTEMS; PROFESSIONALISM,ABA05,Graduate,46,Fifth Edition,,10/13/2020,,,,,,,,,,,,,,,,,,46,,,,,,,
Consorzio Universitario Humanitas,Human Sciences Department,4424 BCBA,4424, BCBA,Discretionary,8,Graduate,32,Fourth Edition,{Title:Discretionary/Teaching skills},8/26/2016,12/15/2019,2016,,,,,,,,,,,,,,,32,,,,,,,,
Consorzio Universitario Humanitas,Human Sciences Department,51113 BCaBA,51113, BCaBA,PERSONNEL SUPERVISION AND MANAGEMENT,ABA06,Undergraduate,16,Fifth Edition,,11/19/2020,,,,,,,,,,,,,,,,,,,,,,,,,16
Consorzio Universitario Humanitas,Human Sciences Department,51113 BCaBA,51113, BCaBA,SELECTING AND IMPLEMENTING INTERVENTIONS; BEHAVIOR CHANGE PROCEDURES,ABA03,Undergraduate,60,Fifth Edition,,6/18/2020,,,,,,,,,,,,,,,,,,,,,,,,60,
Daegu Cyber University,Department of Behavior Therapy,4295 BCaBA,4295, BCaBA,Verbal Behavior Analysis,564,Undergraduate,3,Fourth Edition,,9/1/2018,12/30/2018,2015,,Spring,,,,,,,,,20,25,,,,,,,,,,,
Daegu Cyber University,Department of Behavior Therapy,4295 BCaBA,4295, BCaBA,Behavior Therapy Seminar,565,Undergraduate,3,Fourth Edition,,9/30/2018,12/30/2018,2015,,Spring,,,,,10,5,10,,10,,,,10,,,,,,,,
Daegu Cyber University,Department of Behavior Therapy,4295 BCaBA,4295, BCaBA,Behavior Rehabilitation Ethics and Philosophy,568,Undergraduate,3,Fourth Edition,,9/1/2018,12/30/2018,2015,,Spring,,,,45,,,,,,,,,,,,,,,,,
Daegu Cyber University,Department of Behavior Therapy,4295 BCaBA,4295, BCaBA,Positive Behavior Support,457,Undergraduate,3,Fourth Edition,,3/1/2018,6/30/2018,2015,,Spring,,,,,,,10,,,10,15,10,,,,,,,,,
Daegu Cyber University,Department of Behavior Therapy,4295 BCaBA,4295, BCaBA,Practice of Applied Behavior Analysis,566,Undergraduate,3,Fourth Edition,,3/1/2018,6/30/2018,2015,,Spring,,,,,,,,,45,,,,,,,,,,,,
Daegu Cyber University,Department of Behavior Therapy,4295 BCaBA,4295, BCaBA,Behavior Observation and Measurement,792,Undergraduate,3,Fourth Edition,,3/1/2018,6/30/2018,2015,,Spring,,,,,,45,,,,,,,,,,,,,,,
Daegu Cyber University,Department of Behavior Therapy,4295 BCaBA,4295, BCaBA,Development for Behavior Rehabilitation Program,839,Undergraduate,3,Fourth Edition,,9/1/2018,12/30/2018,2015,,Spring,,,,,,,,,,,,5,40,,,,,,,,
Daegu Cyber University,Department of Behavior Therapy,4295 BCaBA,4295, BCaBA,Functional Behavior Assessment,496,Undergraduate,3,Fourth Edition,,9/1/2018,12/30/2018,2015,,Spring,,,,,,5,,30,10,,,,,,,,,,,,
Daegu Cyber University,Department of Behavior Therapy,4295 BCaBA,4295, BCaBA,Theory of Behavior Therapy,461,Undergraduate,3,Fourth Edition,,3/1/2018,6/30/2018,2015,,Spring,,,,,45,,,,,,,,,,,,,,,,
Daegu Cyber University,Department of Behavior Therapy,4295 BCaBA,4295, BCaBA,Introduction to Applied Behavior Analysis,536,Undergraduate,3,Fourth Edition,,9/1/2018,12/30/2018,2015,,Spring,,,,,20,,,,25,,,,,,,,,,,,
Daemen College,Behavior Analysis,4489 BCBA,4489, BCBA,Behavior Change Procedures,SED 710,Graduate,3,Fourth Edition,,9/5/2017,,,,,,,,,,,,,45,,,,,,,,,,,,
Daemen College,Behavior Analysis,4489 BCBA,4489, BCBA,Research Methods and Experimental Design,SED 706,Graduate,3,Fourth Edition,,9/5/2017,,,,,,,,,,,20,,,6,,,19,,,,,,,,
Daemen College,Behavior Analysis,4489 BCBA,4489, BCBA,Applied Behavior Analysis,SED 700,Graduate,3,Fourth Edition,,9/5/2017,,,,,,,,,45,,,,,,,,,,,,,,,,
Daemen College,Behavior Analysis,4489 BCBA,4489, BCBA,Behavioral Measurement and Assessment,SED 702,Graduate,3,Fourth Edition,,9/5/2017,,,,,,,,,,25,,,,,10,10,,,,,,,,,
Daemen College,Behavior Analysis,4489 BCBA,4489, BCBA,Ethics and Professional Conduct,SED 708,Graduate,3,Fourth Edition,,9/5/2017,,,,,,,,45,,,,,,,,,,,,,,,,,
Daemen College,Behavior Analysis,4489 BCBA,4489, BCBA,Functional Assessment,SED 704,Graduate,3,Fourth Edition,,9/5/2017,,,,,,,,,,,,30,,4,,,11,,,,,,,,
Dar Al Hekma University,Behavior Analysis,51098 BCBA,51098, BCBA,Behavior Change Procedures I,MABA 6303,Graduate,3,Fifth Edition,,1/12/2019,,,,,,,,,,,,,,,,,,,,15,,,,30,
Dar Al Hekma University,Behavior Analysis,51098 BCBA,51098, BCBA,Research II: Conducting Applied Research,MABA 6307,Graduate,3,Fifth Edition,,1/19/2020,,,,,,,,,,,,,,,,,,,9,6,,30,,,
Dar Al Hekma University,Behavior Analysis,51098 BCBA,51098, BCBA,Concepts and Principles in Applied Behavior Analysis,MABA 6301,Graduate,3,Fifth Edition,,1/6/2019,,,,,,,,,,,,,,,,,,,,45,,,,,
Dar Al Hekma University,Behavior Analysis,51098 BCBA,51098, BCBA,Ethical and Professional Practice in Applied Behavior Analysis,MABA 6302,Graduate,3,Fifth Edition,,1/7/2019,,,,,,,,,,,,,,,,,,45,,,,,,,
Dar Al Hekma University,Behavior Analysis,51098 BCBA,51098, BCBA,Research I: Measurement and Experimental Design,MABA 6304,Graduate,3,Fifth Edition,,9/1/2019,,,,,,,,,,,,,,,,,,,,,,45,,,
Dar Al Hekma University,Behavior Analysis,51098 BCBA,51098, BCBA,"Leadership, Management, Supervision, And Training",MABA 6308,Graduate,3,Fifth Edition,,9/1/2020,,,,,,,,,,,,,,,,,,,,,,,,,45
Dar Al Hekma University,Behavior Analysis,51098 BCBA,51098, BCBA,Behavior Change Procedures II,MABA 6306,Graduate,3,Fifth Edition,,9/7/2019,,,,,,,,,,,,,,,,,,,,15,,,,30,
Dar Al Hekma University,Behavior Analysis,51098 BCBA,51098, BCBA,Behavioral Assessment,MABA 6305,Graduate,3,Fifth Edition,,9/2/2019,,,,,,,,,,,,,,,,,,,,,,,45,,
Dar Al Hekma University,Special Education,4206 BCaBA,4206, BCaBA,Interventions in Applied Behavior Analysis,ABAC 3401,Undergraduate,4,Fourth Edition,,1/21/2018,,,,,,,,6,,,,6,39,6,3,,,,,,,,,,
Dar Al Hekma University,Special Education,4206 BCaBA,4206, BCaBA,Assessment in Applied Behavior Analysis,ABAC 3303,Undergraduate,3,Fourth Edition,,9/18/2017,,,,,,,,3,,21,6,15,,,,,,,,,,,,,
Dar Al Hekma University,Special Education,4206 BCaBA,4206, BCaBA,Ethics and Law in Special Education,SPED 3312,Undergraduate,3,Fourth Edition,,9/18/2017,,,,,,,,21,,,,,,,,,,,,,,,,,
Dar Al Hekma University,Special Education,4206 BCaBA,4206, BCaBA,Evidence-Based Instruction and Program Development in Applied Behavior Analysis,ABAC 4201,Undergraduate,2,Fourth Edition,,9/3/2018,,,,,,,,2,,3,,9,6,3,2,5,,,,,,,,,
Dar Al Hekma University,Special Education,4206 BCaBA,4206, BCaBA,Introduction to Applied Behavior Analysis,ABAC 2301,Undergraduate,3,Fourth Edition,,9/17/2017,,,,,,,,,45,,,,,,,,,,,,,,,,
David Yellin Academic College of Education,School of Continuing Education,51072 BCBA,51072, BCBA,Teaching and Clinical Strategies for Working with at-risk Populations,SCE 703,Graduate,4,Fifth Edition,,10/6/2019,,,,,,,,,,,,,,,,,,,,,,,6,54,
David Yellin Academic College of Education,School of Continuing Education,51073 BCaBA,51073, BCaBA,Radical Behaviorism for Practitioners,SCE 705,Graduate,2,Fifth Edition,,10/6/2019,,,,,,,,,,,,,,,,,,,30,,,,,,
David Yellin Academic College of Education,School of Continuing Education,51072 BCBA,51072, BCBA,Designing Implementing and Supervising Applied Behavior Analytic Interventions,SCE 704,Graduate,6,Fifth Edition,,3/1/2020,,,,,,,,,,,,,,,,,,,2,,,,14,40,34
David Yellin Academic College of Education,Education,4330 BCBA,4330, BCBA,Radical Behaviorism for Practitioners,SCE 705,Graduate,2,Fourth Edition,{Number:SCE 705},2/1/2019,6/30/2019,,,,,,,2,,,,,2,2,,,24,,,,,,,,
David Yellin Academic College of Education,School of Continuing Education,51072 BCBA,51072, BCBA,Advanced Ethics for Behavior Analysts,SCE 708,Graduate,3,Fifth Edition,,10/6/2019,,,,,,,,,,,,,,,,,,45,,,,,,,
David Yellin Academic College of Education,Education,4330 BCBA,4330, BCBA,Designing Implementing and Monitoring Applied Behavior Analytic Interventions,SCE 704,Graduate,4,Fourth Edition,{Number:SCE 704},2/1/2019,3/1/2020,,,,,,,,8,4,,4,16,2,6,20,,,,,,,,,
David Yellin Academic College of Education,Education,4330 BCBA,4330, BCBA,Teaching Strategies and Skill Development for at-risk Populations,SCE 703,Graduate,6,Fourth Edition,{Number:SCE 703},9/1/2019,3/1/2020,,,,,,,,10,4,,4,26,6,6,10,24,,,,,,,,
David Yellin Academic College of Education,Education,4330 BCBA,4330, BCBA,Ethical and Professional Conduct in Applied Behavior Analysis,SCE 706,Graduate,3,Fourth Edition,{Number:SCE 706},10/1/2019,3/30/2020,,,,,,,45,,,,,,,,,,,,,,,,,
David Yellin Academic College of Education,Education,4330 BCBA,4330, BCBA,Principles and Procedures in Applied Behavior Analysis,SCE 701,Graduate,4,Fourth Edition,{Number:SCE 701},10/1/2018,6/30/2019,,,,,,,,30,,,2,10,12,6,,,,,,,,,,
David Yellin Academic College of Education,Education,4330 BCBA,4330, BCBA,Advanced Ethics for Behavior Analysts,SCE 708,Graduate,3,Fourth Edition,,9/1/2017,,,,,,,,45,,,,,,,,,,,,,,,,,
David Yellin Academic College of Education,Education,4330 BCBA,4330, BCBA,"Observation, Measurement, Assessment and Research Methods in ABA",SCE 702,Graduate,6,Fourth Edition,{Number:SCE 702},10/1/2018,6/30/2019,,,,,,,2,10,20,24,24,4,4,,2,,,,,,,,,
